group,approved,defaulted,loan_size,processing_time
A,True,False,5471.3626509173055,38.22071768964921
A,False,False,0.0,87.06662343556424
A,False,False,0.0,45.283463096989564
A,True,False,6605.619493901876,55.63144996573957
A,True,False,26044.98679369571,23.576189284272385
A,True,True,12801.630511445821,21.45734645471292
A,True,False,14063.763761124996,47.03534324821131
A,False,False,0.0,72.38517934702251
A,True,False,21241.427965841347,57.728201214494966
A,False,False,0.0,92.3559193807192
A,True,False,16334.465643716901,50.480771535357945
A,False,False,0.0,87.3410043698542
A,False,False,0.0,63.32304953294856
A,True,False,18496.222557664783,90.6389059201569
A,True,False,10908.235514446033,43.821229143649276
A,True,False,13377.627128484592,53.29558872622501
A,True,True,11330.049810847553,49.46126014596469
A,True,False,10154.465885357742,44.10469704838397
A,True,False,8835.499515097308,35.51894298400805
A,True,False,17687.51075276051,31.725480187792844
A,True,False,29329.923323167546,30.96604101711714
A,True,False,26974.8757231002,54.07860038323718
A,True,False,6285.877933824069,40.20488282694547
A,True,False,28955.68482813798,9.325607247892044
A,True,False,11038.06352420169,54.672873308974836
A,False,False,0.0,56.484280213748
A,True,False,7756.3783811066905,68.20009502101719
A,True,True,14547.696564145046,53.59683595636514
A,True,False,16126.737853836914,25.81989605534554
A,True,False,5482.064951041156,14.554850389050287
A,True,False,19244.10963313338,37.20791423493094
A,True,False,29958.27935888335,38.62338868959521
A,True,False,12030.630672707186,62.1473880150025
A,False,False,0.0,74.25370400320747
A,False,False,0.0,48.08849343553109
A,False,False,0.0,58.749657073865194
A,True,False,3529.3112600709755,62.47896576570672
A,True,False,57026.23291866182,58.8148373014638
A,False,False,0.0,74.01607740919549
A,True,False,11262.396335147214,67.83926761891158
A,True,False,4091.825917510475,49.40187737649529
A,True,False,15880.020424585944,53.88066755802758
A,True,False,5617.514985803742,35.02655831357366
A,False,False,0.0,80.74035244146837
A,True,False,17101.80737754198,30.212215061416952
A,False,False,0.0,81.41142918800595
A,True,False,26175.528175731186,60.30911213863007
A,True,False,21662.64920444519,33.38748857741667
A,True,False,23992.438624416936,77.75060399133861
A,True,False,13430.917739302291,51.472927203262785
A,False,False,0.0,108.75884059984551
A,False,False,0.0,80.44287384390526
A,False,False,0.0,67.02553151834935
A,False,False,0.0,88.69978854757171
A,True,False,30068.20618561954,63.37329649148896
A,False,False,0.0,104.76562366272844
A,True,False,13033.146505842002,38.71516795728476
A,True,False,48799.37052899179,59.83131065828171
A,True,False,14112.11372794064,63.41329070512736
A,True,False,10633.093633005778,28.93073626328847
A,True,False,9151.974501365841,64.35708253585491
A,True,False,35676.569821963196,63.67470742699791
A,False,False,0.0,83.7567024373158
A,True,False,20767.853928394776,71.97971390386665
A,True,False,9551.960486629869,26.147135576279428
A,True,True,10135.667751971363,38.62841125833577
A,True,False,24788.864429638234,55.18503936137983
A,False,False,0.0,59.85845617248601
A,True,False,10478.939629322833,51.957286285190115
A,False,False,0.0,54.40652373170727
A,False,False,0.0,83.02566665551174
A,True,False,19669.291314221682,60.48600807885839
A,True,False,9019.445481597666,44.57458811013541
A,False,False,0.0,98.45946616691086
A,False,False,0.0,54.419674620990975
A,False,False,0.0,68.28902930814293
A,False,False,0.0,72.33241962724827
A,True,False,20616.00023534641,30.762305966748297
A,True,False,14063.077120487173,55.87188863251983
A,True,False,4772.258771575888,34.82251813545743
A,False,False,0.0,65.63638564946635
A,False,False,0.0,66.67966608879306
A,True,False,12788.292548228164,34.435572200226154
A,True,False,41504.92099170761,59.85926578259966
A,True,False,15412.016613185227,60.21803189542986
A,True,False,8066.999363706123,19.46060645352837
A,False,False,0.0,41.10757662785173
A,False,False,0.0,129.4816539601983
A,False,False,0.0,77.32355730408361
A,True,False,18926.921626908494,54.82763504803236
A,True,True,27599.09850568674,44.36567852732418
A,False,False,0.0,77.2141232394255
A,False,False,0.0,68.7157243191701
A,True,False,23036.002508508864,13.42714241105567
A,False,False,0.0,50.594891199711675
A,True,False,50307.69867017091,39.83567560266771
A,True,False,16255.66444034647,46.828364848308155
A,True,False,8094.3802017611615,40.089549934198374
A,True,False,36017.054117009764,71.14332158308677
A,True,True,46474.84842340204,29.53532254792111
A,True,False,13097.607275328246,48.17604554582904
A,False,False,0.0,93.8195805523893
A,True,False,12047.049155003944,23.834958481722488
A,True,False,20513.511313994768,34.2015274433077
A,False,False,0.0,50.67273849230362
A,True,True,18812.79304510116,34.70002447973438
A,True,False,14200.520886764085,35.76612343171275
A,False,False,0.0,66.80644072984941
A,True,False,11073.366793342031,57.743719974692596
A,True,False,24798.82626527949,42.859233346827835
A,True,False,11239.192969340771,64.1763929170942
A,True,False,17302.629701592305,33.03363326010968
A,False,False,0.0,65.41117790550331
A,False,False,0.0,44.71933670321372
A,False,False,0.0,79.16469188028906
A,False,False,0.0,109.67622062369605
A,False,False,0.0,62.46048280091882
A,True,False,8568.608661006723,64.12655180713409
A,False,False,0.0,85.91491584945285
A,True,False,24021.596017691816,44.194353974004024
A,False,False,0.0,72.13849442087428
A,False,False,0.0,53.531415885572144
A,True,True,4504.383881663594,45.307052490361194
A,True,False,7552.135001706499,83.1608066824894
A,True,False,2032.2344891811433,50.00640861081344
A,True,False,12305.557312942488,63.92677150437481
A,False,False,0.0,69.93743875297248
A,False,False,0.0,61.619485621637025
A,True,False,5038.8201914812025,39.19543520969305
A,True,False,14041.143384455587,52.9794589284983
A,True,False,10415.498676229976,55.6514809681091
A,True,False,32898.15246551102,39.41120927810209
A,True,True,31157.61999857033,50.495082989259835
A,True,True,21401.308881064968,66.54307467389394
A,False,False,0.0,64.96651514312457
A,True,False,43968.47756428599,60.81553980524132
A,True,False,5261.5389200657855,75.94139529570424
A,False,False,0.0,41.2499356353055
A,True,False,12704.736301724364,58.52823378088941
A,False,False,0.0,79.26196865322078
A,False,False,0.0,56.7568307394756
A,True,False,11968.731911777937,40.71614831932486
A,True,False,5624.311313001687,74.06857142752875
A,True,False,23565.940540439784,33.3735171631959
A,True,False,23668.62836536385,27.88304951016434
A,True,False,21449.25347756802,70.91972360459266
A,True,False,9158.77391185515,65.95144837470659
A,True,False,8742.71393193048,54.481803659756544
A,True,False,6149.503647113044,47.31433868031259
A,True,False,14049.238880056622,41.42213241592527
A,False,False,0.0,36.851532591944896
A,True,False,6591.591475180533,71.69710436102325
A,True,False,10360.80867141528,51.57849189213114
A,True,False,9961.73263602255,80.50438900870449
A,False,False,0.0,90.38372307353907
A,True,False,17674.297739175046,47.70478868507596
A,False,False,0.0,86.328604073148
A,False,False,0.0,95.11465424241784
A,True,False,14910.303410078117,45.70374400485517
A,False,False,0.0,68.97274192848515
A,True,False,14230.846471992174,55.86345269928045
A,False,False,0.0,69.63583108858109
A,False,False,0.0,71.85657578037346
A,True,False,24280.194421634857,65.25205205519424
A,True,False,7872.569466369665,48.99141369448464
A,False,False,0.0,77.7203161526925
A,True,False,26866.811867812692,83.97673928382105
A,True,False,23281.307273490183,55.96627696463925
A,True,False,13637.791886535771,33.11011476822628
A,True,False,10748.275459028015,39.76792465834247
A,False,False,0.0,26.01088952660203
A,True,False,20026.60636476715,54.847470528759686
A,True,True,9218.62329331236,58.47637701576558
A,True,True,8292.143769959928,54.90296521845062
A,False,False,0.0,78.02002467836951
A,True,False,14653.274502672963,38.45702338196807
A,False,False,0.0,73.56155427791978
A,True,True,26415.72682366677,75.82481036220985
A,False,False,0.0,74.15206872445901
A,True,False,29748.604922223643,56.02055924454297
A,True,False,8791.859040460846,63.44350385734127
A,True,False,26446.793430613714,42.434039566487215
A,False,False,0.0,74.21098239104262
A,False,False,0.0,42.444557844933655
A,True,False,5567.742555369933,46.12070065845843
A,False,False,0.0,93.65682867832783
A,False,False,0.0,65.86011908233196
A,True,False,11381.192695084223,40.87014873476717
A,True,False,17399.772255050288,35.959174256626255
A,True,False,9773.391992360806,77.13865768245947
A,True,False,7113.412907499905,41.22937153377985
A,False,False,0.0,67.54869858457174
A,False,False,0.0,58.697194014311755
A,False,False,0.0,97.87867046211429
A,True,False,13699.814241265361,66.53225654254604
A,True,False,64990.83150550878,57.55678560616841
A,False,False,0.0,80.08816308142835
A,False,False,0.0,23.74898364160378
A,False,False,0.0,93.12083212917109
A,False,False,0.0,41.808967550600904
A,False,False,0.0,76.61067334422678
A,True,False,8889.372953645026,26.180778771342585
A,True,False,10013.15845067764,49.66254568038334
A,False,False,0.0,100.79195854860271
A,True,False,6671.169933622888,53.37501106795382
A,True,False,4070.406365055003,16.070263132222205
A,True,False,13056.034224751958,20.2261974856412
A,False,False,0.0,89.26828143123221
A,True,False,25953.57674243785,39.79742317207826
A,True,False,17134.86708327248,33.182128895516385
A,True,False,7494.7810348560615,67.06268431613321
A,False,False,0.0,71.91036407246418
A,False,False,0.0,96.68913957529382
A,True,False,6239.220000605069,45.506368915187544
A,False,False,0.0,56.53170146769968
A,True,False,12138.662689884195,38.932292091603074
A,True,False,7269.926563165673,74.16743324039832
A,False,False,0.0,89.80816010373682
A,False,False,0.0,122.5402083665721
A,False,False,0.0,64.82347258112901
A,False,False,0.0,88.03210319452742
A,True,False,6580.466769910529,32.23017278641156
A,True,False,17175.21691964248,34.16671084297928
A,True,False,13248.187941293949,47.62953535372512
A,True,False,10937.015487710265,53.24621722871972
A,True,True,22723.47460089226,10.940050756808986
A,False,False,0.0,65.86813850643236
A,True,False,7571.189915644769,40.58253039277534
A,False,False,0.0,33.39826261353135
A,False,False,0.0,80.6399312673922
A,False,False,0.0,94.84109184704494
A,True,False,18977.565538563187,66.24248665173381
A,True,False,15815.01700123562,54.56928394469633
A,True,False,40116.24904112198,47.97728245577931
A,True,False,5333.870991836814,45.70905082529766
A,False,False,0.0,86.48150101488608
A,True,False,7745.741543669308,41.797031117860044
A,True,False,19196.139560903746,35.211411168802506
A,False,False,0.0,54.87423752679439
A,True,False,16445.178717202238,45.83268237833356
A,False,False,0.0,75.96157234063199
A,False,False,0.0,81.58708517637004
A,False,False,0.0,61.08689211274831
A,True,False,10106.705892648504,48.22550888312686
A,True,False,25609.0303976582,39.00525732823602
A,False,False,0.0,72.8646337928978
A,True,False,19469.574631065483,53.24741869020132
A,False,False,0.0,62.36271369030554
A,False,False,0.0,23.4048940463491
A,False,False,0.0,76.71574128396067
A,True,False,17682.864266780147,59.882060987182044
A,True,False,9637.55102433528,51.78319505044295
A,False,False,0.0,82.08638031129121
A,True,True,5367.214405476417,67.5983110160175
A,True,False,23289.420826177215,22.523241473996237
A,True,False,10597.765485362484,59.764271298956274
A,False,False,0.0,43.91367166607661
A,False,False,0.0,60.325587086211485
A,True,False,17353.8311720131,24.83100409641565
A,True,False,8457.722912732597,65.28375977809122
A,True,False,12270.763576949528,46.77548459983134
A,False,False,0.0,58.82735838089939
A,True,False,21470.938183637372,50.780949847016416
A,True,True,13184.299337424356,57.478505087367196
A,False,False,0.0,86.92555187220819
A,False,False,0.0,90.01582348056604
A,False,False,0.0,85.8806522193588
A,False,False,0.0,29.87987597233733
A,True,False,8502.178731999706,39.23656360211872
A,True,False,12479.526530952944,93.6103043123916
A,False,False,0.0,62.35751431357061
A,False,False,0.0,76.732938253457
A,False,False,0.0,54.18336639738436
A,False,False,0.0,33.032429865356974
A,True,False,10072.325983550307,57.81533535894326
A,True,False,26179.00114937855,64.93435102774421
A,False,False,0.0,64.90298537296368
A,False,False,0.0,52.82171819988024
A,False,False,0.0,57.33149666365522
A,False,False,0.0,71.77987356743185
A,False,False,0.0,56.595460337797164
A,True,False,15967.265740117868,31.17047820075877
A,True,False,13345.075837914334,43.71191617531319
A,True,False,14530.268825336654,50.42270248857611
A,True,False,13798.820662025406,41.5181843530587
A,True,False,6028.434894198188,84.61385948184802
A,True,False,18665.741813393983,35.42064489600704
A,True,True,19522.633981079052,65.69136702210642
A,True,True,20118.664982138085,60.8468971972318
A,True,False,23575.0965313916,47.79206798243593
A,True,False,19195.49676377745,35.0218641922163
A,True,False,10446.082984193568,36.47617019412345
A,False,False,0.0,67.11200328924978
A,True,True,14110.506212458156,21.213880770806053
A,True,False,14251.5317259986,32.948018613010646
A,True,False,24316.99076866011,25.762852269545363
A,False,False,0.0,69.24428277615439
A,True,False,46462.74388864308,57.27693588582328
A,False,False,0.0,95.47801863148416
A,True,True,14013.686659402261,56.832479273129216
A,True,False,1336.763497360602,50.50451435001245
A,True,True,28059.97547612935,69.91020498193706
A,True,False,9660.24410549981,38.83856016402394
A,False,False,0.0,73.46208508761487
A,False,False,0.0,53.80735654510596
A,False,False,0.0,99.82084950111891
A,True,False,19290.381563126844,94.44883344213824
A,True,False,5241.371776823115,48.42848644166379
A,False,False,0.0,47.51549983288839
A,True,False,16414.0857523568,66.85317047512382
A,True,False,19414.323905408455,61.724329995153354
A,True,False,19632.173155217894,48.57117029094689
A,True,False,8331.328719962097,49.95194157147063
A,False,False,0.0,58.86846073306157
A,False,False,0.0,90.15223622093536
A,False,False,0.0,55.51555121265094
A,True,False,32574.544590691934,54.6583925856433
A,True,False,3910.958206424847,66.31748625006131
A,True,False,11702.558192590137,46.19248412665013
A,True,False,6005.2714373636745,27.190702298537005
A,True,False,4957.487770824121,63.85095646163517
A,False,False,0.0,83.94945867793523
A,False,False,0.0,51.00651768486411
A,True,False,17494.819885818295,45.545494937137626
A,False,False,0.0,75.13797482397027
A,False,False,0.0,55.014380761798165
A,True,True,10305.340038410284,49.72728471660714
A,True,False,49584.738311554946,28.32394961632313
A,True,False,11522.505102735548,39.20572425671772
A,True,False,20766.144427389656,57.38214000456077
A,True,False,13410.978272414603,23.92793533652906
A,False,False,0.0,44.07541739527618
A,True,True,3917.553370381953,53.70504975473824
A,True,False,9439.039140887353,71.02682609718978
A,True,False,25176.360327979688,67.65292284081451
A,True,False,21439.171977394468,60.96877187627656
A,False,False,0.0,80.66092757207893
A,False,False,0.0,78.26476498001423
A,True,False,35225.428243724884,58.582700790903694
A,True,True,7488.052429143334,51.8391656561752
A,True,False,15179.401741460126,22.046668107817716
A,True,False,13277.001754681203,36.34839136219409
A,True,True,12036.219900466751,30.497658456989004
A,True,False,29826.58184098236,17.774873407393642
A,True,False,8751.091267845477,47.95627272877808
A,True,False,5944.590031764515,36.03266817835831
A,False,False,0.0,101.64888057509273
A,True,False,10510.22592073313,45.468420908431355
A,True,False,101359.58811987171,67.4062973379894
A,False,False,0.0,60.81548404089578
A,True,False,10450.401261326479,40.04865620992695
A,False,False,0.0,74.91517278655314
A,False,False,0.0,82.2311105704401
A,True,False,7221.865287269249,41.666989727928836
A,True,False,14313.59498762078,44.73073640634692
A,False,False,0.0,54.799950497553965
A,True,False,26186.871737155172,75.82677859553019
A,True,False,15328.312675645806,53.67339428147265
A,False,False,0.0,63.17048389374181
A,True,False,15697.981463192995,56.09482161517606
A,True,False,9787.068001128811,57.18939566005669
A,False,False,0.0,66.0212520596034
A,True,False,11926.115939791514,43.18880442781731
A,True,False,12685.276701158551,50.50224089277416
A,False,False,0.0,102.19093725225264
A,True,False,11881.51478670107,64.89357282654575
A,False,False,0.0,71.68268163092974
A,False,False,0.0,54.24397239324692
A,True,False,8514.857002057814,45.08123005440498
A,True,False,21496.09587978717,48.508058241528666
A,True,False,5508.2688302319675,40.89714927668704
A,True,False,25202.04962519397,45.275322916406495
A,True,False,9708.07862589237,68.11995104324521
A,False,False,0.0,83.71983537957564
A,True,False,6806.769814817896,50.02923762828477
A,True,False,16761.296976199,26.291733311130624
A,False,False,0.0,106.24615456733845
A,True,False,21351.94987820362,44.38027644382907
A,False,False,0.0,52.49957230122972
A,True,False,26406.68168644198,48.324981175553454
A,True,False,11047.862755418828,41.56226564658519
A,False,False,0.0,70.36526647937012
A,False,False,0.0,63.91443511575842
A,False,False,0.0,55.665241362702
A,False,False,0.0,86.47994064803808
A,False,False,0.0,66.27397194211626
A,True,False,14632.412236308028,65.76449146735088
A,True,False,7228.208022398794,51.85078759193611
A,False,False,0.0,47.888352979524896
A,False,False,0.0,48.93479654649482
A,False,False,0.0,95.85212409954633
A,True,False,50332.88076222012,61.75059708883528
A,True,False,21654.31529684687,56.212897956534306
A,False,False,0.0,84.45722969922991
A,True,False,22684.52502135944,69.59931062142945
A,False,False,0.0,67.64689757723767
A,False,False,0.0,65.709992132996
A,True,False,16753.42435738688,64.02963329385128
A,False,False,0.0,56.94561516193864
A,False,False,0.0,101.52229749131529
A,True,False,31962.037271807345,50.356479759657454
A,False,False,0.0,80.89749833354246
A,True,False,8665.098334844954,39.841349197301135
A,False,False,0.0,56.80696478333244
A,True,False,22002.235045532765,20.05704620323146
A,False,False,0.0,92.34348428340313
A,True,False,5684.505618098038,40.72566682683578
A,True,False,42064.67695268626,23.455473223508108
A,False,False,0.0,89.74617924919492
A,True,False,11395.353936328263,27.611980970050155
A,True,False,7772.968245627176,39.17489914038471
A,False,False,0.0,106.94118289107028
A,False,False,0.0,61.39978482440068
A,True,True,8017.764742411307,31.3773795527288
A,False,False,0.0,77.1156850465273
A,True,False,21194.170948340587,52.346767179873325
A,True,False,11936.590409845912,82.99553343167202
A,True,False,22122.79995058074,54.059106241024566
A,False,False,0.0,88.51904417851891
A,False,False,0.0,86.86019388100154
A,False,False,0.0,69.25670178251767
A,False,False,0.0,87.74547389632444
A,True,False,39520.64542775522,68.56648220867883
A,True,False,35769.726159532445,48.26954872524706
A,True,False,13897.624277028133,56.47870685962095
A,True,False,36234.20598282957,70.7137139997133
A,True,False,12136.288682546132,12.623037866888026
A,False,False,0.0,66.76424652751807
A,True,False,13820.473920216775,48.83095367675001
A,True,False,12394.982626393965,54.52572557460667
A,True,False,11741.4689124241,35.573951673776236
A,False,False,0.0,100.64157207809127
A,True,False,14619.059365863675,55.33268834719482
A,True,True,20485.837212003462,83.76896700497204
A,True,False,24805.689351225778,63.04969969222352
A,False,False,0.0,99.41583667611555
A,True,False,7463.928808169186,45.119980946078705
A,False,False,0.0,110.6131651811252
A,False,False,0.0,86.7586985252431
A,True,False,12055.137747121127,40.67589412954968
A,True,False,14078.933165590557,17.20826350244212
A,False,False,0.0,54.93563763716241
A,True,False,62953.03153269134,39.59470265910235
A,True,False,6014.11356383549,45.36962738407738
A,False,False,0.0,92.37249020067622
A,False,False,0.0,89.22195978013346
A,False,False,0.0,59.53639369383872
A,False,False,0.0,103.39168132562158
A,True,False,18964.608552166872,18.549620351017193
A,True,False,28867.244329805926,39.3703708739731
A,False,False,0.0,108.66228296796899
A,True,False,9565.988875183346,54.99100122417906
A,True,False,17279.16562027372,61.63931095040541
A,False,False,0.0,51.92424369072727
A,True,False,49814.9156978517,59.3542910419173
A,True,False,23704.552153538003,45.99711396821267
A,True,False,12912.186605036597,40.17066651786155
A,True,False,7830.162546611182,36.79345869499401
A,True,False,9522.627507279387,25.387516250973743
A,True,False,9361.663763869974,62.877805507617865
A,True,False,19794.119489842815,45.37933443105038
A,False,False,0.0,101.76269254480404
A,False,False,0.0,62.985868816454825
A,True,False,10285.178101319596,34.995398153511715
A,False,False,0.0,67.64063230078541
A,True,False,16498.049041429767,64.0120177660603
A,True,False,18792.004571509966,42.780156756066255
A,False,False,0.0,73.78456573749499
A,True,False,35449.28777429352,45.162294972616195
A,False,False,0.0,82.47369482758329
A,True,False,10597.636899927482,44.626196535967175
A,False,False,0.0,80.22720555139415
A,True,True,15518.151386151878,51.261586210887636
A,False,False,0.0,75.99964399727374
A,True,True,11961.238778043053,47.62754528810029
A,False,False,0.0,47.51200453557941
A,True,False,5891.803860040715,41.5525076527822
A,True,False,7654.434995462513,40.7012149544902
A,False,False,0.0,61.71462056858718
A,True,False,15343.190660970628,56.39033114573154
A,False,False,0.0,57.59223282399057
A,False,False,0.0,60.89199201115322
A,True,False,14123.234439513008,55.889162709372
A,False,False,0.0,93.84110822877604
A,True,False,14386.672109405941,24.309822568946096
A,False,False,0.0,81.20090781767112
A,True,False,35528.05620366023,45.25922307278509
A,True,False,16683.978395576578,73.16526136349714
A,False,False,0.0,94.24121360066314
A,False,False,0.0,105.42708168186256
